ACPW,"Active Power, Inc.",0.52,$12.02M,2000,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/acpw,
ACRS,"Aclaris Therapeutics, Inc.",21.78,$439.03M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/acrs,
ACRX,"AcelRx Pharmaceuticals, Inc.",3.54,$160.27M,2011,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/acrx,
ACSF,"American Capital Senior Floating, Ltd.",9.84,$98.4M,2014,n/a,n/a,http://www.nasdaq.com/symbol/acsf,
ACST,"Acasti Pharma, Inc.",1.4,$15M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/acst,
ACTA,Actua Corporation,9.63,$387.65M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/acta,
ACTG,Acacia Research Corporation,4.55,$229.59M,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/actg,
ACTS,"Actions Semiconductor Co., Ltd.",1.7401,$77.12M,2005,Technology,Semiconductors,http://www.nasdaq.com/symbol/acts,
ACTX,Global X Guru Activist ETF,13.1,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/actx,
ACUR,"Acura Pharmaceuticals, Inc.",3.38,$40M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/acur,
ACWI,iShares MSCI ACWI Index Fund,57.5,$6.24B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/acwi,
ACWX,iShares MSCI ACWI ex US Index Fund,40.9,$1.82B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/acwx,
ACXM,Acxiom Corporation,21.86,$1.7B,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/acxm,
ADAP,Adaptimmune Therapeutics plc,9.45,$668.92M,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/adap,
ADBE,Adobe Systems Incorporated,96.15,$48.1B,1986,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/adbe,
ADHD,Alcobra Ltd.,4.37,$120.44M,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/adhd,
ADI,"Analog Devices, Inc.",59.33,$18.39B,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/adi,
ADMA,ADMA Biologics Inc,7.31,$78.31M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/adma,
ADMP,Adamis Pharmaceuticals Corporation,8.15,$109.69M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/admp,
ADMS,"Adamas Pharmaceuticals, Inc.",17.62,$377.37M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/adms,
ADP,"Automatic Data Processing, Inc.",89.79,$41.07B,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/adp,
ADRA,BLDRS Asia 50 ADR Index Fund,26.522,$23.87M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/adra,
ADRD,BLDRS Developed Markets 100 ADR Index Fund,20.49,$64.54M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/adrd,
ADRE,BLDRS Emerging Markets 50 ADR Index Fund,31.67,$155.18M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/adre,
ADRO,"Aduro Biotech, Inc.",14.76,$952.28M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/adro,
ADRU,BLDRS Europe 100 ADR Index Fund,20.33,$15.25M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/adru,
ADSK,"Autodesk, Inc.",61.01,$13.7B,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/adsk,
ADTN,"ADTRAN, Inc.",19.84,$976.84M,1994,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/adtn,
ADUS,Addus HomeCare Corporation,19.74,$219.47M,2009,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/adus,
ADXS,"Advaxis, Inc.",8.69,$296.34M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/adxs,
ADXSW,"Advaxis, Inc.",6.3399,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/adxsw,
AEGN,Aegion Corp,21.42,$757.42M,n/a,Basic Industries,Water Supply,http://www.nasdaq.com/symbol/aegn,
AEGR,"Aegerion Pharmaceuticals, Inc.",3.08,$90.78M,2010,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/aegr,
AEHR,Aehr Test Systems,1.42,$18.69M,1997,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/aehr,
AEIS,"Advanced Energy Industries, Inc.",33.66,$1.34B,1995,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/aeis,
AEMD,"Aethlon Medical, Inc.",5.61,$42.76M,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/aemd,
AEPI,AEP Industries Inc.,65.38,$333.92M,1986,Capital Goods,Specialty Chemicals,http://www.nasdaq.com/symbol/aepi,
AERI,"Aerie Pharmaceuticals, Inc.",16.365,$433.87M,2013,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/aeri,
AETI,"American Electric Technologies, Inc.",2.42,$20.03M,n/a,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/aeti,
AEY,"ADDvantage Technologies Group, Inc.",1.87,$18.83M,n/a,Consumer Services,Office Equipment/Supplies/Services,http://www.nasdaq.com/symbol/aey,
AEZS,AEterna Zentaris Inc.,4.16,$41.3M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/aezs,
AFAM,Almost Family Inc,42.51,$437.83M,n/a,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/afam,
AFH,"Atlas Financial Holdings, Inc.",17.99,$216.3M,2013,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/afh,
AFMD,Affimed N.V.,4.56,$151.66M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/afmd,
AFOP,"Alliance Fiber Optic Products, Inc.",18.51,$292.25M,2000,Technology,Semiconductors,http://www.nasdaq.com/symbol/afop,
AFSI,"AmTrust Financial Services, Inc.",25.39,$4.46B,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/afsi,
AGEN,Agenus Inc.,4.15,$359.04M,2000,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/agen,
AGFS,"AgroFresh Solutions, Inc.",6.29,$313.88M,2014,Finance,Business Services,http://www.nasdaq.com/symbol/agfs,
AGFSW,"AgroFresh Solutions, Inc.",0.9,n/a,2014,Finance,Business Services,http://www.nasdaq.com/symbol/agfsw,
AGII,"Argo Group International Holdings, Ltd.",56.77,$1.57B,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/agii,
AGIIL,"Argo Group International Holdings, Ltd.",25.79,n/a,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/agiil,
AGIO,"Agios Pharmaceuticals, Inc.",52.24,$1.98B,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/agio,
AGLE,"Aeglea BioTherapeutics, Inc.",9.89,$127.88M,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/agle,
AGNC,American Capital Agency Corp.,18.23,$6.15B,2008,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/agnc,
AGNCB,American Capital Agency Corp.,24.91,$8.63B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/agncb,
AGNCP,American Capital Agency Corp.,25.9,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/agncp,
AGRX,"Agile Therapeutics, Inc.",5.88,$168.98M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/agrx,
AGTC,Applied Genetic Technologies Corporation,16.81,$303.22M,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/agtc,
AGYS,"Agilysys, Inc.",11.2,$257.31M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/agys,
AHGP,"Alliance Holdings GP, L.P.",17.77,$1.06B,2006,Energy,Coal Mining,http://www.nasdaq.com/symbol/ahgp,
AHPI,"Allied Healthcare Products, Inc.",0.68,$5.46M,1992,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/ahpi,
AIA,iShares Asia 50 ETF,43.9001,$368.76M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aia,
AIMC,Altra Industrial Motion Corp.,28.6,$740M,2006,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/aimc,
AIMT,"Aimmune Therapeutics, Inc.",14.25,$601.9M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/aimt,
AINV,Apollo Investment Corporation,5.76,$1.3B,2004,n/a,n/a,http://www.nasdaq.com/symbol/ainv,
AIQ,"Alliance HealthCare Services, Inc.",7.03,$74.64M,2001,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/aiq,
AIRM,Air Methods Corporation,38.46,$1.49B,n/a,Transportation,Transportation Services,http://www.nasdaq.com/symbol/airm,
AIRR,First Trust RBA American Industrial Renaissance ETF,17.78,$56.01M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/airr,
AIRT,"Air T, Inc.",24.86,$58.98M,n/a,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/airt,
AIXG,Aixtron SE,5.14,$579.38M,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/aixg,
AKAM,"Akamai Technologies, Inc.",52.66,$9.31B,1999,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/akam,
AKAO,"Achaogen, Inc.",3.52,$64.75M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/akao,
AKBA,"Akebia Therapeutics, Inc.",9.41,$357.04M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/akba,
AKER,Akers Biosciences Inc,1.56,$8.46M,2014,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/aker,
AKRX,"Akorn, Inc.",25.98,$2.97B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/akrx,
AKTX,Akari Therapeutics Plc,17,$200.21M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/aktx,
ALCO,"Alico, Inc.",28.92,$239.73M,n/a,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/alco,
ALDR,"Alder BioPharmaceuticals, Inc.",27.86,$1.22B,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/aldr,
ALDX,"Aldeyra Therapeutics, Inc.",5.86,$56.92M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/aldx,
ALGN,"Align Technology, Inc.",74.7,$5.95B,2001,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/algn,
ALGT,Allegiant Travel Company,170.36,$2.86B,2006,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/algt,
ALIM,"Alimera Sciences, Inc.",2.32,$104.41M,2010,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/alim,
ALKS,Alkermes plc,42.09,$6.34B,1991,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/alks,
ALLT,Allot Communications Ltd.,5.27,$176.85M,2006,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/allt,
ALNY,"Alnylam Pharmaceuticals, Inc.",70.37,$5.99B,2004,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/alny,
ALOG,Analogic Corporation,79.13,$982.64M,1972,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/alog,
ALOT,"Astro-Med, Inc.",14.01,$103.51M,1983,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/alot,
ALQA,"Alliqua BioMedical, Inc.",1.05,$29.05M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/alqa,
ALRM,"Alarm.com Holdings, Inc.",23.09,$1.05B,2015,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/alrm,
ALSK,"Alaska Communications Systems Group, Inc.",1.78,$90.09M,1999,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/alsk,
ALTY,Global X SuperDividend Alternatives ETF,14.5804,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/alty,
ALXA,"Alexza Pharmaceuticals, Inc.",0.59,$12.83M,2006,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/alxa,
ALXN,"Alexion Pharmaceuticals, Inc.",154.01,$34.7B,1996,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/alxn,
AMAG,"AMAG Pharmaceuticals, Inc.",28.29,$983.04M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/amag,
AMAT,"Applied Materials, Inc.",21.27,$24.05B,1972,Technology,Semiconductors,http://www.nasdaq.com/symbol/amat,
AMBA,"Ambarella, Inc.",42.28,$1.37B,2012,Technology,Semiconductors,http://www.nasdaq.com/symbol/amba,
AMBC,"Ambac Financial Group, Inc.",16.66,$750.48M,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/ambc,
AMBCW,"Ambac Financial Group, Inc.",7.9,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/ambcw,
AMCC,Applied Micro Circuits Corporation,6.41,$535.47M,1997,Technology,Semiconductors,http://www.nasdaq.com/symbol/amcc,
AMCN,AirMedia Group Inc,5.44,$347.24M,2007,Technology,Advertising,http://www.nasdaq.com/symbol/amcn,
AMCX,AMC Networks Inc.,65.54,$4.74B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/amcx,
AMD,"Advanced Micro Devices, Inc.",3.66,$2.9B,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/amd,
AMDA,Amedica Corporation,1.7,$19.42M,2014,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/amda,
AMED,Amedisys Inc,51.99,$1.73B,n/a,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/amed,
AMGN,Amgen Inc.,162.85,$122.48B,1983,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/amgn,
AMIC,American Independence Corp.,22.06,$178.42M,n/a,Finance,Accident &Health Insurance,http://www.nasdaq.com/symbol/amic,
AMKR,"Amkor Technology, Inc.",5.78,$1.37B,1998,Technology,Semiconductors,http://www.nasdaq.com/symbol/amkr,
AMNB,"American National Bankshares, Inc.",26.26,$226.12M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/amnb,
AMOT,"Allied Motion Technologies, Inc.",21.01,$194.89M,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/amot,
AMOV,"America Movil, S.A.B. de C.V.",15.55,$51.48B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/amov,
AMPH,"Amphastar Pharmaceuticals, Inc.",12.77,$573.55M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/amph,
AMRB,American River Bankshares,10.34,$72.32M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/amrb,
AMRI,"Albany Molecular Research, Inc.",15.74,$563.94M,1999,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/amri,
AMRK,"A-Mark Precious Metals, Inc.",21.99,$153.35M,n/a,Basic Industries,Other Specialty Stores,http://www.nasdaq.com/symbol/amrk,
AMRN,Amarin Corporation PLC,1.85,$342.27M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/amrn,
AMRS,"Amyris, Inc.",1.07,$220.89M,2010,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/amrs,
AMSC,American Superconductor Corporation,9.76,$137.05M,1991,Consumer Durables,Metal Fabrications,http://www.nasdaq.com/symbol/amsc,
AMSF,"AMERISAFE, Inc.",51.63,$987.71M,2005,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/amsf,
AMSG,Amsurg Corp.,80.23,$4.39B,n/a,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/amsg,
AMSGP,Amsurg Corp.,150.63,$259.84M,n/a,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/amsgp,
AMSWA,"American Software, Inc.",9.09,$262.23M,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/amswa,
AMTD,TD Ameritrade Holding Corporation,31.98,$17.11B,1997,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/amtd,
AMTX,"Aemetis, Inc",2.71,$53.27M,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/amtx,
AMWD,American Woodmark Corporation,75.49,$1.23B,1986,Basic Industries,Forest Products,http://www.nasdaq.com/symbol/amwd,
AMZN,"Amazon.com, Inc.",616.88,$290.45B,1997,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/amzn,
ANAC,"Anacor Pharmaceuticals, Inc.",68.01,$3.05B,2010,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/anac,
ANAT,American National Insurance Company,116.62,$3.14B,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/anat,
ANCB,Anchor Bancorp,24.95,$62.91M,2011,Finance,Banks,http://www.nasdaq.com/symbol/ancb,
ANCX,Access National Corporation,20.7,$218.58M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/ancx,
ANDA,Andina Acquisition Corp. II,9.71,$51.56M,2015,Finance,Business Services,http://www.nasdaq.com/symbol/anda,
ANDAR,Andina Acquisition Corp. II,0.2525,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/andar,
ANDAU,Andina Acquisition Corp. II,10.07,$16.62M,2015,Finance,Business Services,http://www.nasdaq.com/symbol/andau,
ANDAW,Andina Acquisition Corp. II,0.1101,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/andaw,
ANDE,"The Andersons, Inc.",33.33,$933.24M,n/a,Consumer Services,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/ande,
ANGI,"Angie&#39;s List, Inc.",8.3,$486.66M,2011,Consumer Services,Advertising,http://www.nasdaq.com/symbol/angi,
ANGO,"AngioDynamics, Inc.",12.31,$447.68M,2004,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/ango,
ANIK,Anika Therapeutics Inc.,46.71,$669.36M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/anik,
ANIP,"ANI Pharmaceuticals, Inc.",47.72,$546.36M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/anip,
ANSS,"ANSYS, Inc.",91.37,$8.06B,1996,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/anss,
ANTH,"Anthera Pharmaceuticals, Inc.",3.97,$158.82M,2010,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/anth,
ANY,Sphere 3D Corp.,1.24,$56.05M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/any,
AOSL,Alpha and Omega Semiconductor Limited,13.65,$302.18M,2010,Technology,Semiconductors,http://www.nasdaq.com/symbol/aosl,
APDN,Applied DNA Sciences Inc,3.03,$72.94M,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/apdn,
APDNW,Applied DNA Sciences Inc,1.32,n/a,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/apdnw,
APEI,"American Public Education, Inc.",22.73,$364.83M,2007,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/apei,
APIC,Apigee Corporation,9.65,$287.58M,2015,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/apic,
APLP,"Archrock Partners, L.P.",13.1,$782.35M,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/aplp,
APOG,"Apogee Enterprises, Inc.",43.31,$1.25B,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/apog,
APOL,"Apollo Education Group, Inc.",7.34,$797.44M,1994,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/apol,
APPF,"AppFolio, Inc.",13.1,$439.79M,2015,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/appf,
APPS,"Digital Turbine, Inc.",0.9798,$64.74M,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/apps,
APPY,"Venaxis, Inc.",3.06,$1.48M,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/appy,
APRI,"Apricus Biosciences, Inc",0.545,$33.67M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/apri,
APTO,"Aptose Biosciences, Inc.",2.44,$29.4M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/apto,
APWC,Asia Pacific Wire & Cable Corporation Limited,2.15,$29.71M,n/a,Basic Industries,Telecommunications Equipment,http://www.nasdaq.com/symbol/apwc,
AQMS,"Aqua Metals, Inc.",8.04,$113.67M,2015,Basic Industries,Metal Fabrications,http://www.nasdaq.com/symbol/aqms,
AQXP,"Aquinox Pharmaceuticals, Inc.",8.6,$148.02M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/aqxp,
ARAY,Accuray Incorporated,5.69,$460M,2007,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/aray,
ARCB,ArcBest Corporation,21.92,$565.2M,n/a,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/arcb,
ARCC,Ares Capital Corporation,15.29,$4.81B,2004,n/a,n/a,http://www.nasdaq.com/symbol/arcc,
ARCI,"Appliance Recycling Centers of America, Inc.",1.44,$8.5M,n/a,Consumer Services,Home Furnishings,http://www.nasdaq.com/symbol/arci,
ARCW,"ARC Group Worldwide, Inc.",2.35,$44.72M,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/arcw,
